Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,CSharpRagApp\CSharpRagApp.csproj,File,CSharpRagApp\Program.cs,145,20,T:System.Text.Json.JsonDocument,,,,,using var doc = System.Text.Json.JsonDocument.Parse(jsonContent);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CSharpRagApp\CSharpRagApp.csproj,File,CSharpRagApp\Program.cs,143,20,T:System.BinaryData,,,,,var jsonContent = rawResponse.Content.ToString();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CSharpRagApp\CSharpRagApp.csproj,File,CSharpRagApp\Program.cs,143,20,P:System.ClientModel.Primitives.PipelineResponse.Content,,,,,var jsonContent = rawResponse.Content.ToString();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CSharpRagApp\CSharpRagApp.csproj,File,CSharpRagApp\Program.cs,143,20,M:System.BinaryData.ToString,,,,,var jsonContent = rawResponse.Content.ToString();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CSharpRagApp\CSharpRagApp.csproj,File,CSharpRagApp\Program.cs,140,16,T:System.ClientModel.Primitives.PipelineResponse,,,,,var rawResponse = response.GetRawResponse();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CSharpRagApp\CSharpRagApp.csproj,File,CSharpRagApp\Program.cs,140,16,M:System.ClientModel.ClientResult.GetRawResponse,,,,,var rawResponse = response.GetRawResponse();
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,CSharpRagApp\CSharpRagApp.csproj,File,CSharpRagApp\Program.cs,62,8,T:System.Uri,,,,,"var dataSource = new AzureSearchChatDataSource          {              Endpoint = new Uri(searchEndpoint),              IndexName = searchIndex,              Authentication = searchAuth          };"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,CSharpRagApp\CSharpRagApp.csproj,File,CSharpRagApp\Program.cs,62,8,M:System.Uri.#ctor(System.String),,,,,"var dataSource = new AzureSearchChatDataSource          {              Endpoint = new Uri(searchEndpoint),              IndexName = searchIndex,              Authentication = searchAuth          };"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,CSharpRagApp\CSharpRagApp.csproj,File,CSharpRagApp\Program.cs,62,8,T:System.Uri,,,,,"var dataSource = new AzureSearchChatDataSource          {              Endpoint = new Uri(searchEndpoint),              IndexName = searchIndex,              Authentication = searchAuth          };"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,CSharpRagApp\CSharpRagApp.csproj,File,CSharpRagApp\Program.cs,52,8,T:System.Uri,,,,,"var client = new AzureOpenAIClient(new Uri(endpoint), credential);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,CSharpRagApp\CSharpRagApp.csproj,File,CSharpRagApp\Program.cs,52,8,M:System.Uri.#ctor(System.String),,,,,"var client = new AzureOpenAIClient(new Uri(endpoint), credential);"
